video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,video_error_or_removed
T0gsQZ43Qu0,17.28.12,Diriliş Ertuğrul 101. Bölüm Tanıtımı,TRT 1,24,2017-12-27T20:49:00.000Z,"trt""|""trt1",108038,737,18,0,https://i.ytimg.com/vi/T0gsQZ43Qu0/default.jpg,True,False
hD0ucCKpufQ,17.28.12,رد رائع من صحفية جزائرية فحلة على الممثلة المصرين شيرين رضا بعد وصفها للأذان بالـ جعير !!!,Laazhar Tube,10,2017-12-27T18:52:38.000Z,"شيرين رضا""|""رد على شيرين رضا",660269,4954,1053,0,https://i.ytimg.com/vi/hD0ucCKpufQ/default.jpg,True,False
KufQrXAIzF4,17.28.12,"Les pollutions électromagnétiques, OUI, c'est dangereux!",philippe jandrok,22,2017-12-27T18:13:43.000Z,"SmartPhone""|""Linky""|""EDF""|""ENEDIS""|""SANTÉ""|""MALADIE""|""CANCER""|""CANCER DU CERVEAU",1910,0,0,0,https://i.ytimg.com/vi/KufQrXAIzF4/default.jpg,True,False
j54aZwk5Yvs,17.29.12,"Impôts, taxes : ce qui vous attend en 2018 #cdanslair 28.12.2017",C dans l'air,24,2017-12-28T18:15:59.000Z,"Impôts""|""Taxes""|""macron""|""gouvernement""|""CSG""|""flat tax""|""action""|""ISF""|""IFI""|""ESSENCE""|""GAZ""|""Insee",5119,29,14,0,https://i.ytimg.com/vi/j54aZwk5Yvs/default.jpg,True,False
LUN94KLHx_Y,17.29.12,Les Clés de la Réussite - Rachid Eljay,Pr. Rachid Eljay chaine officielle 1,27,2017-12-27T18:44:08.000Z,"Rachid""|""Imam""|""El""|""jay""|""Abou""|""houdeyfa""|""Islam""|""Allah""|""mosquée""|""Brest""|""mort""|""musulman""|""tombe""|""tawhid""|""soeurs""|""mariage""|""divorce""|""dépression""|""angoisse""|""religion""|""soucis""|""Eljay""|""maliki""|""madhab""|""maroc""|""sunna""|""hadith""|""ccib""|""centre""|""culturel""|""paradis""|""enfer""|""hijab""|""voile""|""fiqh""|""'aquida""|""tafsir""|""hanifa""|""shafi'i""|""ahmed""|""aumone""|""invocation""|""média""|""imam""|""uoif""|""cfcm""|""prophète""|""Dieu""|""ange""|""jinn""|""sermon""|""conférence""|""tolérance""|""algérie""|""tunisie""|""sénegale",15225,950,22,0,https://i.ytimg.com/vi/LUN94KLHx_Y/default.jpg,True,False
bF_LYnWw4wI,17.30.12,2018 : année de la relance... ou du krach ? #cdanslair 29.12.2017,C dans l'air,24,2017-12-29T18:23:10.000Z,"economie""|""bitcoin""|""croissance""|""bulle""|""krach""|""macron""|""gouvernement""|""syndicat""|""emploi""|""rupture conventionnelle collective""|""psa""|""pimkie""|""entreprise""|""investissement""|""banques centrales",7232,56,11,0,https://i.ytimg.com/vi/bF_LYnWw4wI/default.jpg,True,False
wfo_C8Nmb0U,17.30.12,"En prison pour avoir sauvé des vies, et la suppression de la Vit. C en injectable",philippe jandrok,22,2017-12-29T12:12:54.000Z,"Vitamine C""|""IV-C""|""Hamish""|""Big Pharma""|""Cancer""|""Chimiothérapie""|""Nouvel an""|""santé""|""médecine""|""sauver",3622,0,0,0,https://i.ytimg.com/vi/wfo_C8Nmb0U/default.jpg,True,False
pQDIUvT9SiM,17.31.12,L'INTERVIEW DU VENDREDI #4 - Rachid Eljay,Pr. Rachid Eljay chaine officielle 1,27,2017-12-30T19:15:22.000Z,"Rachid""|""Imam""|""El""|""jay""|""Abou""|""houdeyfa""|""Islam""|""Allah""|""mosquée""|""Brest""|""mort""|""musulman""|""tombe""|""tawhid""|""soeurs""|""mariage""|""divorce""|""dépression""|""angoisse""|""religion""|""soucis""|""Eljay""|""maliki""|""madhab""|""maroc""|""sunna""|""hadith""|""ccib""|""centre""|""culturel""|""paradis""|""enfer""|""hijab""|""voile""|""fiqh""|""'aquida""|""tafsir""|""hanifa""|""shafi'i""|""ahmed""|""aumone""|""invocation""|""média""|""imam""|""uoif""|""cfcm""|""prophète""|""Dieu""|""ange""|""jinn""|""sermon""|""conférence""|""tolérance""|""algérie""|""tunisie""|""sénegale",6029,644,8,0,https://i.ytimg.com/vi/pQDIUvT9SiM/default.jpg,True,False
HOa2gbu_zf8,17.31.12,Un spectacle hors de l'ordinaire à Niagara Falls,Radio-Canada Info,25,2017-12-30T18:51:09.000Z,"Froid""|""Ontario""|""Niagara Falls""|""Chutes""|""Chute""|""Chute d'eau""|""Chute Niagara""|""Canada""|""Glace""|""Gêle""|""Gelé""|""Tourisme""|""Touriste""|""Photos""|""Photo""|""Photographie""|""Photographies""|""Toronto""|""2014""|""2017""|""Extraordinaire""|""Extraordinary""|""Ice""|""Waterfall""|""Waterfalls""|""Tourism""|""Frozen""|""Photography""|""Water""|""Eau",2432,0,0,0,https://i.ytimg.com/vi/HOa2gbu_zf8/default.jpg,True,False
FE91znSX7V0,17.31.12,عبدالباري عطوان ||  ماذا يريد اردوغان من سواكن و العثمانيون و الاخوان عائدون !!!,ميديا العرب,25,2017-12-29T13:56:37.000Z,"اردوغان""|""تركيا""|""الاخوان""|""السعودية""|""قطر""|""السودان""|""عبدالباري عطوان",463546,3623,1699,0,https://i.ytimg.com/vi/FE91znSX7V0/default.jpg,True,False
3L0KH3oL0gc,18.01.01,Marine Le Pen présente ses vœux pour l'année 2018,Marine Le Pen,25,2017-12-31T10:49:31.000Z,"Marine Le Pen""|""Front National",7590,495,67,0,https://i.ytimg.com/vi/3L0KH3oL0gc/default.jpg,True,False
CjT94AJk4dg,18.01.01,"Voeux de Jean-Marie Le Pen, Président d'honneur du Front National, Député Européen",Jean-Marie Le Pen,25,2017-12-31T07:42:36.000Z,"jean-marie le pen""|""front national""|""marine le pen""|""france""|""politique""|""journal""|""de""|""bord""|""media""|""fn""|""sarkozy""|""mlp""|""presidentielles",4397,0,0,0,https://i.ytimg.com/vi/CjT94AJk4dg/default.jpg,True,False
UP4hx91MTg8,18.01.01,Voeux de Laurent Wauquiez pour l'année 2018,les Républicains,25,2017-12-31T16:07:57.000Z,"les républicains""|""laurent wauquiez""|""wauquiez""|""2018",2703,0,0,0,https://i.ytimg.com/vi/UP4hx91MTg8/default.jpg,True,False
eIEB9vdpgpQ,18.01.01,Welcome to 2018! Sydney New Year’s Eve Fireworks (full version),City of Sydney,24,2017-12-31T13:22:35.000Z,"sydney fireworks""|""sydney new years eve""|""sydney nye",719851,5134,236,0,https://i.ytimg.com/vi/eIEB9vdpgpQ/default.jpg,True,False
5ajEkB3zzuk,18.01.01,Watch Live: 2018 New Year celebrations around the world,NBC News,25,2017-12-31T12:24:52.000Z,"nbc news""|""breaking news""|""us news""|""world news""|""politics""|""nightly news""|""current events""|""top stories""|""pop culture""|""business""|""health""|""New Year's Eve""|""Times Square""|""Happy New Year""|""2018""|""ringing in 2018""|""Sydney""|""Australia""|""Japan""|""Tokyo""|""New York City""|""Rio""|""London""|""Berlin""|""Dubai""|""Moscow""|""Mumbai",2286528,13707,1336,0,https://i.ytimg.com/vi/5ajEkB3zzuk/default_live.jpg,True,False
8Wth1Kvm4r8,18.01.01,Vœux 2018 de Nicolas Dupont-Aignan,Nicolas Dupont-Aignan,25,2017-12-31T14:37:37.000Z,"Debout La France""|""Nicolas Dupont-Aignan""|""CETA",2411,170,4,0,https://i.ytimg.com/vi/8Wth1Kvm4r8/default.jpg,True,False
8vnQoHPQeVg,18.01.01,Light up Dubai 2018 - Live Broadcast,DowntownDubai,24,2017-12-31T20:59:11.000Z,New Year's Eve Light Show Spectacular,474777,0,0,0,https://i.ytimg.com/vi/8vnQoHPQeVg/default.jpg,True,False
HVvj5xhyY-c,18.02.01,Macron en 2018 : cap à gauche ? #cdanslair 01.01.2018,C dans l'air,24,2018-01-01T18:32:53.000Z,"MACRON""|""voeux présidentiels""|""gouvernement""|""immigration""|""migrants""|""Politique""|""projet social""|""Europe",7621,50,15,0,https://i.ytimg.com/vi/HVvj5xhyY-c/default.jpg,True,False
2wmTlvYZYBY,18.02.01,N'Kosove Show Festive Pjesa 2,n'Kosove Show,23,2018-01-01T19:00:21.000Z,"n’kosove show""|""ne kosove show""|""kosove""|""shpetim desku""|""kosova""|""prishtina""|""tirana""|""shqiptar""|""ramush haradinaj""|""humor""|""harta e kosoves""|""shpetimi""|""labinot tahiri""|""onimamedia""|""onimamedia music""|""onima""|""valle",39707,118,15,0,https://i.ytimg.com/vi/2wmTlvYZYBY/default.jpg,True,False
RCaFvUdXijE,18.02.01,La science religieuse: Comment et par quoi commencer ? Rachid ELJAY,Pr. Rachid Eljay chaine officielle 1,27,2018-01-01T10:59:04.000Z,"Rachid""|""Imam""|""El""|""jay""|""Abou""|""houdeyfa""|""Islam""|""Allah""|""mosquée""|""Brest""|""mort""|""musulman""|""tombe""|""tawhid""|""soeurs""|""mariage""|""divorce""|""dépression""|""angoisse""|""religion""|""soucis""|""Eljay""|""maliki""|""madhab""|""maroc""|""sunna""|""hadith""|""ccib""|""centre""|""culturel""|""paradis""|""enfer""|""hijab""|""voile""|""fiqh""|""'aquida""|""tafsir""|""hanifa""|""shafi'i""|""ahmed""|""aumone""|""invocation""|""média""|""imam""|""uoif""|""cfcm""|""prophète""|""Dieu""|""ange""|""jinn""|""sermon""|""conférence""|""tolérance""|""algérie""|""tunisie""|""sénegale",6670,515,5,0,https://i.ytimg.com/vi/RCaFvUdXijE/default.jpg,True,False
JHXcXVF2zwk,18.02.01,Kudos du mois de janvier,Younique Products,26,2018-01-01T14:08:03.000Z,"rouge à lèvres en poudre""|""maquillage du nouvel an""|""rouge à lèvres""|""look de lèvres""|""gloss""|""poudre à lèvres""|""produits pour les lèvres""|""lèvres""|""produit lèvres""|""lèvres rouges""|""lèvres roses""|""lèvres naturelles",2087,14,0,0,https://i.ytimg.com/vi/JHXcXVF2zwk/default.jpg,True,False
0gk_JCvYQps,18.03.01,Policiers agressés : pourquoi tant de haine ? #cdanslair 02.01.2018,C dans l'air,24,2018-01-02T18:31:56.000Z,"POLICIERS""|""délinquance""|""macron""|""gouvernement""|""agression""|""violence""|""insécurité""|""sécurité""|""passage à tabac""|""justice""|""police""|""police de proximité""|""champigny sur marne",7031,53,16,0,https://i.ytimg.com/vi/0gk_JCvYQps/default.jpg,True,False
T9g5Cccut_g,18.04.01,"Tempête Eleanor: des rafales à 180 km/h, 200 000 foyers sans électricité",L'Express,25,2018-01-03T11:05:21.000Z,"tempête""|""elanor""|""france""|""vent""|""bretagne""|""normandie""|""alsace",243436,0,0,0,https://i.ytimg.com/vi/T9g5Cccut_g/default.jpg,True,False
S3zS9uFqoA8,18.04.01,Medjugorje : Direct du 3 Janvier 2018,Enfants de Medjugorje Emmanuel Maillard,29,2018-01-03T22:29:02.000Z,"Medjugorje""|""direct""|""soeur""|""emmanuel""|""gospa""|""vierge""|""marie""|""maria",3829,161,9,0,https://i.ytimg.com/vi/S3zS9uFqoA8/default.jpg,True,False
5-kLnQat5QU,18.04.01,Diriliş Ertuğrul 101.Bölüm 2.Tanıtımı,TRT 1,24,2018-01-03T18:07:37.000Z,"trt""|""trt1",101158,1123,39,0,https://i.ytimg.com/vi/5-kLnQat5QU/default.jpg,True,False
T9g5Cccut_g,18.05.01,"Tempête Eleanor: des rafales à 180 km/h, 200 000 foyers sans électricité",L'Express,25,2018-01-03T11:05:21.000Z,"tempête""|""elanor""|""france""|""vent""|""bretagne""|""normandie""|""alsace",302248,0,0,0,https://i.ytimg.com/vi/T9g5Cccut_g/default.jpg,True,False
zGU8eUjbBts,18.05.01,2018 : Macron pied au plancher #cdanslair 04.01.2018,C dans l'air,24,2018-01-04T18:04:14.000Z,"Politique""|""Emmanuel Macron""|""lois""|""gouvernement",7590,35,14,0,https://i.ytimg.com/vi/zGU8eUjbBts/default.jpg,True,False
1sr_cArHlgc,18.05.01,Allemont face aux inondations,France 3 Auvergne-Rhône-Alpes,25,2018-01-04T18:58:55.000Z,"France3""|""France""|""Télévisions""|""Auvergne-Rhône-Alpes",2307,2,0,0,https://i.ytimg.com/vi/1sr_cArHlgc/default.jpg,True,False
SJpTbLTBNSY,18.05.01,"Alain Soral à Pyongyang – La Corée du Nord, un modèle pour la France ?",ERTV Officiel,25,2018-01-04T08:33:35.000Z,"Corée du Nord""|""ERTV""|""France""|""Socialisme""|""Chine""|""Soral",19582,0,0,0,https://i.ytimg.com/vi/SJpTbLTBNSY/default.jpg,True,False
T9g5Cccut_g,18.06.01,"Tempête Eleanor: des rafales à 180 km/h, 200 000 foyers sans électricité",L'Express,25,2018-01-03T11:05:21.000Z,"tempête""|""elanor""|""france""|""vent""|""bretagne""|""normandie""|""alsace",309322,0,0,0,https://i.ytimg.com/vi/T9g5Cccut_g/default.jpg,True,False
6-vuvb9FcfM,18.06.01,After Foot du vendredi 05/01 – Partie 3/6 - L'avis tranché de François Manardo sur le PSG,AFTER FOOT,17,2018-01-05T23:39:02.000Z,"BFMSPORTBOOST""|""afterfoot""|""football""|""debat""|""strategie""|""reactions""|""gilbert brisbois""|""compte-rendus""|""sport""|""rmc""|""rmcsport""|""radio""|""opinion""|""avis tranche""|""psg""|""francois manardo""|""jonatan machardy",2780,0,0,0,https://i.ytimg.com/vi/6-vuvb9FcfM/default.jpg,True,False
Odty044bFpI,18.06.01,E. Macron mal à l'aise quand Erdogan tacle un journaliste français! 5/1,broudge03,25,2018-01-05T19:23:55.000Z,"erdogan et macron""|""clash erdogan journaliste""|""discours macron erdogan""|""erdogan à paris""|""conférence presse erdogan macron",6380,0,0,0,https://i.ytimg.com/vi/Odty044bFpI/default.jpg,True,False
EiFbLVjqI_M,18.07.01,3 min à couper le souffle! Rachid ELJAY,Pr. Rachid Eljay chaine officielle 1,27,2018-01-06T12:37:57.000Z,"Rachid""|""Imam""|""El""|""jay""|""Abou""|""houdeyfa""|""Islam""|""Allah""|""mosquée""|""Brest""|""mort""|""musulman""|""tombe""|""tawhid""|""soeurs""|""mariage""|""divorce""|""dépression""|""angoisse""|""religion""|""soucis""|""Eljay""|""maliki""|""madhab""|""maroc""|""sunna""|""hadith""|""ccib""|""centre""|""culturel""|""paradis""|""enfer""|""hijab""|""voile""|""fiqh""|""'aquida""|""tafsir""|""hanifa""|""shafi'i""|""ahmed""|""aumone""|""invocation""|""média""|""imam""|""uoif""|""cfcm""|""prophète""|""Dieu""|""ange""|""jinn""|""sermon""|""conférence""|""tolérance""|""algérie""|""tunisie""|""sénegale",11873,1294,11,0,https://i.ytimg.com/vi/EiFbLVjqI_M/default.jpg,True,False
x5YbQjvueZw,18.07.01,"Pixl Radio 🎵 24/7 Music Live Stream | Pop Music, Dance Music | Spotlight: Dua Lipa – New Rules",Pixl Networks,10,2018-01-05T20:26:21.000Z,[none],604300,10566,363,0,https://i.ytimg.com/vi/x5YbQjvueZw/default_live.jpg,True,False
Cw42NV41SM0,18.08.01,Vincent Dedienne & Laure Calamy - On n'est pas couché 6 janvier 2018 #ONPC,On n'est pas couché,24,2018-01-07T06:58:41.000Z,"onpc""|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""vincent dedienne""|""laure calamy""|""6 janvier 2018""|""acteurs",13302,0,0,0,https://i.ytimg.com/vi/Cw42NV41SM0/default.jpg,True,False
559RZVuIUC4,18.08.01,France Gall - Parle de l'Afrique.,Kiki Legrand,10,2015-09-21T17:14:12.000Z,[none],10772,0,0,0,https://i.ytimg.com/vi/559RZVuIUC4/default.jpg,True,False
mbnii7_J9E0,18.08.01,ESPRIT DE L'ESCALIER EN DIRECT,RADIO RCJ,25,2018-01-07T11:36:26.000Z,[none],3564,0,0,0,https://i.ytimg.com/vi/mbnii7_J9E0/default.jpg,True,False
6qJmuSCatMQ,18.09.01,Première apparition télé de Guy Novès depuis son éviction,France 3 Occitanie,25,2018-01-08T10:42:14.000Z,"France 3 Occitanie""|""Occitanie""|""France Télévisions""|""télévision""|""Guy Noves""|""rugby""|""toulouse",23653,0,0,0,https://i.ytimg.com/vi/6qJmuSCatMQ/default.jpg,True,False
CY52DCNwpOY,18.09.01,Le clan Hallyday rend hommage à France Gall,6Medias,22,2018-01-08T12:20:28.000Z,"PEOPLE""|""France""|""Décès""|""France Gall""|""David Hallyday""|""Sylvie Vartan",50678,0,0,0,https://i.ytimg.com/vi/CY52DCNwpOY/default.jpg,True,False
iJVcr0WzY5Q,18.09.01,Intégrale - On n'est pas couché 6 janvier 2018 #ONPC,On n'est pas couché,24,2018-01-07T07:57:28.000Z,"onpc""|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""6 janvier 2018""|""benjamin griveaux""|""patrick timsit""|""gauvain sers""|""vincent dedienne""|""laure calamy""|""raphael enthoven",85721,0,0,0,https://i.ytimg.com/vi/iJVcr0WzY5Q/default.jpg,True,False
uOo745tJfXk,18.09.01,Samuel Ezeala : un choc extrêmement violent le met KO pour son premier match Racing vs Clermont,MatSch,25,2018-01-08T06:20:42.000Z,[none],50538,13,70,0,https://i.ytimg.com/vi/uOo745tJfXk/default.jpg,True,False
I9Vvlt-Q_BI,18.09.01,80 km/h : Philippe braque les automobilistes #cdanslair 08.01.2018,C dans l'air,24,2018-01-08T18:33:36.000Z,"automobile""|""sécurité routière""|""accident""|""Route du Rhum""|""gouvernement""|""macron""|""Edouard Philippe""|""radars""|""contrôle techniques""|""amende""|""80Km/h",6780,39,11,0,https://i.ytimg.com/vi/I9Vvlt-Q_BI/default.jpg,True,False
mir259BHE-k,18.09.01,La Ram vous souhaite ses meilleurs vœux pour l'année 2018,La Ram,19,2018-01-02T06:53:01.000Z,[none],5311,0,0,0,https://i.ytimg.com/vi/mir259BHE-k/default.jpg,True,False
8om0un4Ycjg,18.09.01,Kisabac Lusamutner eter 08.01.18 Mijancik Hosanqner,KisabacLusamutner,29,2018-01-08T17:49:05.000Z,"Kisabac""|""Lusamutner""|""hrach""|""muradyan""|""qeshishyan""|""archy""|""atv""|""www.atv.am""|""hayastan""|""armenia""|""erevan""|""yerevan""|""tv""|""haykakan""|""irakan""|""patmutyunner""|""depqer""|""herustatesutyan""|""tiv""|""mek""|""talk""|""show""|""կիսաբաց""|""լուսամուտներ""|""հրաչ""|""մուրադյան""|""արչի""|""հայաստան""|""արմենիա""|""երևան""|""եթեր""|""eter""|""2018""|""08.01.2018""|""Mijancik""|""Hosanqner""|""ՄԻՋԱՆՑԻԿ""|""ՀՈՍԱՆՔՆԵՐ",31240,92,39,0,https://i.ytimg.com/vi/8om0un4Ycjg/default.jpg,True,False
f04PFWcr63Q,18.12.01,Je n'étais jamais venue sur la ZAD,camille camille,25,2018-01-10T07:09:03.000Z,"zad""|""NDDL""|""Notre-Dame-des-Landes",25177,0,0,0,https://i.ytimg.com/vi/f04PFWcr63Q/default.jpg,True,False
jaZb3O6FlwY,18.12.01,Balance ton porc : Deneuve s’en mêle ! #cdanslair 10.01.2018,C dans l'air,25,2018-01-11T14:14:48.000Z,"c dans l'air""|""bruce toussaint""|""caroline roux""|""axel tarlé""|""politique""|""économie""|""société""|""débat""|""#cdanslair",6614,57,12,0,https://i.ytimg.com/vi/jaZb3O6FlwY/default.jpg,True,False
2MHnjzuaLqo,18.12.01,Street Racer reservoir moto style agressif,Tomahawktuning,2,2018-01-11T11:42:12.000Z,[none],4373,0,0,0,https://i.ytimg.com/vi/2MHnjzuaLqo/default.jpg,True,False
LmTRUcL7qX8,18.12.01,UNE PUBLICITE RACISTE SUR UN NOIR! H&M BELGIQUE PRESENTE SES EXCUSES!,GLTV com,24,2018-01-10T23:36:36.000Z,[none],16976,439,69,0,https://i.ytimg.com/vi/LmTRUcL7qX8/default.jpg,True,False
jaZb3O6FlwY,18.13.01,Balance ton porc : Deneuve s’en mêle ! #cdanslair 10.01.2018,C dans l'air,25,2018-01-11T14:14:48.000Z,"c dans l'air""|""bruce toussaint""|""caroline roux""|""axel tarlé""|""politique""|""économie""|""société""|""débat""|""#cdanslair",21563,120,29,0,https://i.ytimg.com/vi/jaZb3O6FlwY/default.jpg,True,False
Lj-w-cTx8GM,18.14.01,Alain Baracuda alobi année 2018 eza suite et fin ya kabila. Soki esimbi te atiki combat libela,alain alimia mongala,10,2018-01-12T23:59:03.000Z,ALIMIA MONGALA,30443,0,0,0,https://i.ytimg.com/vi/Lj-w-cTx8GM/default.jpg,True,False
NGh31vSJtF4,18.14.01,Intégrale - On n'est pas couché 13 janvier 2018 #ONPC,On n'est pas couché,24,2018-01-14T02:04:51.000Z,"onpc""|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""13 janvier 2018""|""benoit hamon""|""victoria abril""|""jean-baptiste maunier""|""richard malka""|""hoshi""|""constance debré",5555,0,0,0,https://i.ytimg.com/vi/NGh31vSJtF4/default.jpg,True,False
Asadpom4EWE,18.14.01,"Aéroport NDDL : visite surprise, suspense total #cdanslair 13.01.2018",C dans l'air,24,2018-01-13T18:11:20.000Z,"ZAD""|""Notre-Dame-des-Landes""|""aéroport""|""Nantes Atlantique""|""zadistes",4652,22,7,0,https://i.ytimg.com/vi/Asadpom4EWE/default.jpg,True,False
blO1papzbM0,18.15.01,Les portraits qui font l'actualité - On n'est pas couché 13 janvier 2018 #ONPC,On n'est pas couché,24,2018-01-13T23:17:59.000Z,"onpc""|""on n'est pas couché""|""laurent ruquier""|""yann moix""|""christine angot""|""13 janvier 2018",40177,0,0,0,https://i.ytimg.com/vi/blO1papzbM0/default.jpg,True,False
BhmAkfuZhTA,18.15.01,Met fin à tes soucis rapidement - Rachid Eljay,Pr. Rachid Eljay chaine officielle 1,27,2018-01-14T19:24:55.000Z,"Rachid""|""Imam""|""El""|""jay""|""Abou""|""houdeyfa""|""Islam""|""Allah""|""mosquée""|""Brest""|""mort""|""musulman""|""tombe""|""tawhid""|""soeurs""|""mariage""|""divorce""|""dépression""|""angoisse""|""religion""|""soucis""|""Eljay""|""maliki""|""madhab""|""maroc""|""sunna""|""hadith""|""ccib""|""centre""|""culturel""|""paradis""|""enfer""|""hijab""|""voile""|""fiqh""|""'aquida""|""tafsir""|""hanifa""|""shafi'i""|""ahmed""|""aumone""|""invocation""|""média""|""imam""|""uoif""|""cfcm""|""prophète""|""Dieu""|""ange""|""jinn""|""sermon""|""conférence""|""tolérance""|""algérie""|""tunisie""|""sénegale",8881,1078,8,0,https://i.ytimg.com/vi/BhmAkfuZhTA/default.jpg,True,False
B8Ez7X-o35s,18.15.01,L’Esprit d’escalier : Alain Finkielkraut & Elisabeth Levy,RADIO RCJ,25,2018-01-14T11:34:40.000Z,[none],6796,0,0,0,https://i.ytimg.com/vi/B8Ez7X-o35s/default.jpg,True,False
SXGGGST4SBA,18.15.01,Cale aluminium Metrakit 70cc,Tomahawktuning,2,2018-01-14T10:20:27.000Z,[none],3968,0,0,0,https://i.ytimg.com/vi/SXGGGST4SBA/default.jpg,True,False
lrrn-auadDc,18.16.01,Impôts locaux : attention aux surprises ! #cdanslair 15.01.2018,C dans l'air,24,2018-01-15T18:15:09.000Z,"macron""|""impôts locaux""|""fiscalité""|""inondation""|""impôt foncier",6909,33,6,0,https://i.ytimg.com/vi/lrrn-auadDc/default.jpg,True,False
NGh31vSJtF4,18.16.01,Intégrale - On n'est pas couché 13 janvier 2018 #ONPC,On n'est pas couché,24,2018-01-14T02:04:51.000Z,"onpc""|""on n'est pas couche""|""laurent ruquier""|""yann moix""|""christine angot""|""13 janvier 2018""|""benoit hamon""|""victoria abril""|""jean-baptiste maunier""|""richard malka""|""hoshi""|""constance debré",95594,0,0,0,https://i.ytimg.com/vi/NGh31vSJtF4/default.jpg,True,False
5mMjpJ6vR_o,18.16.01,"Dolores O'Riordan, la chanteuse des Cranberries, est morte",6Medias,22,2018-01-15T18:49:38.000Z,"PEOPLE""|""France""|""Cranberries""|""rock""|""Irlande""|""musique",7617,0,0,0,https://i.ytimg.com/vi/5mMjpJ6vR_o/default.jpg,True,False
fq_UArzCXhk,18.16.01,"La Nouvelle Zélande, la vache à lait du monde - Cash investigation (Extrait 3)",Cash Investigation,25,2018-01-15T07:00:01.000Z,"cash investigation""|""france 2""|""elise lucet""|""reportage""|""documentaire""|""scandale""|""replay""|""intégral""|""rattrapage""|""intégrale",5659,172,5,0,https://i.ytimg.com/vi/fq_UArzCXhk/default.jpg,True,False
rwH0FHq9ijw,18.17.01,Macron réveille l'opposition....de gauche #cdanslair 16.01.2018,C dans l'air,24,2018-01-16T18:12:04.000Z,"immigration""|""macron""|""droit d'asile""|""association""|""calais""|""Politique""|""gauche""|""droite""|""LREM",8930,34,15,0,https://i.ytimg.com/vi/rwH0FHq9ijw/default.jpg,True,False
sY1Dx_xQWw8,18.17.01,Kisabac Lusamutner eter 16.01.18 Verjin Katile,KisabacLusamutner,29,2018-01-16T18:09:37.000Z,"Kisabac""|""Lusamutner""|""hrach""|""muradyan""|""qeshishyan""|""archy""|""atv""|""www.atv.am""|""hayastan""|""armenia""|""erevan""|""yerevan""|""tv""|""haykakan""|""irakan""|""patmutyunner""|""depqer""|""herustatesutyan""|""tiv""|""mek""|""talk""|""show""|""կիսաբաց""|""լուսամուտներ""|""հրաչ""|""մուրադյան""|""արչի""|""հայաստան""|""արմենիա""|""երևան""|""eter""|""եթեր""|""2018""|""16.01.2018""|""Verjin""|""Katile""|""Katil@""|""ՎԵՐՋԻՆ""|""ԿԱԹԻԼԸ",28066,82,39,0,https://i.ytimg.com/vi/sY1Dx_xQWw8/default.jpg,True,False
5mMjpJ6vR_o,18.17.01,"Dolores O'Riordan, la chanteuse des Cranberries, est morte",6Medias,22,2018-01-15T18:49:38.000Z,"PEOPLE""|""France""|""Cranberries""|""rock""|""Irlande""|""musique",15059,0,0,0,https://i.ytimg.com/vi/5mMjpJ6vR_o/default.jpg,True,False
5H_ykR4Lg_Q,18.17.01,Street Racer fabrication du lanceur,Tomahawktuning,2,2018-01-16T13:04:19.000Z,[none],4565,0,0,0,https://i.ytimg.com/vi/5H_ykR4Lg_Q/default.jpg,True,False
MvFcY9rTPx8,18.18.01,Michigan Meteor Jan 16 2018,Mike Austin,25,2018-01-17T01:35:40.000Z,"michigan""|""meteor",3624449,26324,1813,0,https://i.ytimg.com/vi/MvFcY9rTPx8/default.jpg,True,False
ZRfTmHblbjg,18.18.01,Produits laitiers : où va l’argent du beurre ? - Cash investigation (intégrale),Cash Investigation,25,2018-01-17T10:49:00.000Z,"cash investigation""|""france 2""|""elise lucet""|""reportage""|""documentaire""|""scandale""|""replay""|""intégral""|""rattrapage""|""intégrale",44240,1381,34,0,https://i.ytimg.com/vi/ZRfTmHblbjg/default.jpg,True,False
1KrRUoxgEuk,18.18.01,Découvre qui est l’Imam Mâlik- Rachid Eljay,Pr. Rachid Eljay chaine officielle 1,27,2018-01-17T15:01:08.000Z,"Rachid""|""Imam""|""El""|""jay""|""Abou""|""houdeyfa""|""Islam""|""Allah""|""mosquée""|""Brest""|""mort""|""musulman""|""tombe""|""tawhid""|""soeurs""|""mariage""|""divorce""|""dépression""|""angoisse""|""religion""|""soucis""|""Eljay""|""maliki""|""madhab""|""maroc""|""sunna""|""hadith""|""ccib""|""centre""|""culturel""|""paradis""|""enfer""|""hijab""|""voile""|""fiqh""|""'aquida""|""tafsir""|""hanifa""|""shafi'i""|""ahmed""|""aumone""|""invocation""|""média""|""imam""|""uoif""|""cfcm""|""prophète""|""Dieu""|""ange""|""jinn""|""sermon""|""conférence""|""tolérance""|""algérie""|""tunisie""|""sénegale",7993,515,11,0,https://i.ytimg.com/vi/1KrRUoxgEuk/default.jpg,True,False
